driver_id,trip_number,start_node,goal_node,route_taken,total_trip_time,total_distance,average_speed,average_stress
Base_29,6,G,J,GB->BC->CJ,44.0,458.11,40.57,0.1541
Base_54,6,G,H,GB->BH,29.0,299.54,39.66,0.1841
Base_28,9,J,E,JI->IE,24.0,316.23,49.79,0.0025
Base_6,9,B,I,BH->HI,23.0,299.54,47.61,0.04
Base_9,5,C,E,CH->HF->FE,55.0,428.03,30.27,0.3836
Base_41,6,J,H,JC->CH,26.0,261.8,38.6,0.1904
Base_42,6,D,H,DJ->JC->CH,42.0,442.08,40.24,0.1643
Base_13,7,H,G,HB->BG,41.0,299.54,35.73,0.2732
Base_27,8,B,A,BA,13.0,158.11,46.92,0.0369
Base_46,7,D,J,DJ,14.0,180.28,47.5,0.0343
Base_1,6,I,C,IH->HC,21.0,269.92,46.67,0.0514
Base_61,6,J,I,JI,12.0,158.11,49.58,0.005
Base_2,5,G,I,GF->FE->EI,69.0,457.65,30.29,0.3855
Base_18,5,A,E,AB->BH->HF->FE,80.0,615.76,29.25,0.4093
Base_20,8,I,J,IJ,12.0,158.11,48.33,0.02
Base_34,6,F,J,FH->HC->CJ,36.0,419.92,43.89,0.0961
Base_48,7,H,F,HF,26.0,158.11,25.43,0.4887
Base_23,5,G,I,GF->FE->EI,64.0,457.65,29.3,0.3994
Base_45,5,B,D,BA->AD,24.0,308.11,47.08,0.0375
Base_60,6,E,D,EI->IJ->JD,57.0,496.51,34.21,0.3039
Base_79,6,B,H,BH,11.0,141.42,50.0,0.0
Base_15,8,B,G,BG,24.0,158.11,25.43,0.4887
Base_10,6,C,D,CJ->JD,64.0,330.28,26.72,0.4553
Base_38,5,D,C,DJ->JC,28.0,330.28,44.29,0.0793
Base_29,7,J,C,JC,13.0,150.0,41.92,0.12
Base_8,6,D,H,DJ->JC->CH,35.0,442.08,47.29,0.0343
Base_1,7,C,H,CH,9.0,111.8,47.22,0.0333
Base_68,6,I,G,IH->HB->BG,53.0,457.65,36.89,0.2472
Base_69,9,I,H,IH,20.0,158.11,28.5,0.417
Base_16,6,A,J,AD->DJ,24.0,330.28,50.0,0.0
Base_59,6,B,F,BG->GF,33.0,299.54,33.94,0.3176
Base_5,6,G,A,GB->BA,29.0,316.23,40.86,0.1469
Base_12,5,I,D,IJ->JD,80.0,338.39,37.25,0.2308
Base_73,3,A,G,AB->BG,84.0,316.23,25.75,0.4804
Base_53,4,H,F,HF,48.0,158.11,26.36,0.4645
Base_3,6,G,I,GF->FE->EI,66.0,457.65,29.39,0.3985
Base_21,8,G,H,GB->BH,28.0,299.54,39.11,0.18
Base_49,3,B,E,BH->HF->FE,81.0,457.65,29.75,0.3968
Base_51,7,C,D,CJ->JD,55.0,330.28,27.34,0.4409
Base_38,6,C,H,CH,9.0,111.8,49.44,0.0067
Base_48,8,F,H,FH,12.0,158.11,49.58,0.005
Base_30,7,G,D,GB->BA->AD,40.0,466.23,43.12,0.1215
Base_52,6,C,A,CB->BA,24.0,308.11,47.29,0.0325
Base_11,5,J,D,JD,27.0,180.28,25.38,0.49
Base_9,6,E,G,EF->FG,23.0,299.54,50.0,0.0
Base_19,7,G,H,GB->BH,27.0,299.54,43.08,0.1038
Base_36,5,A,H,AB->BH,37.0,299.54,32.65,0.3394
Base_54,7,H,J,HC->CJ,25.0,261.8,39.2,0.168
Base_8,7,H,I,HI,12.0,158.11,50.0,0.0
Base_68,7,G,F,GF,11.0,141.42,50.0,0.0
Base_41,7,H,J,HC->CJ,25.0,261.8,40.0,0.1536
Base_42,7,H,J,HC->CJ,25.0,261.8,39.8,0.1584
Base_17,5,D,G,DA->AB->BG,80.0,466.23,31.25,0.3643
Base_28,10,E,I,EI,27.0,158.11,26.36,0.4645
Base_44,7,H,E,HF->FE,47.0,316.23,26.36,0.4645
Base_67,6,H,G,HB->BG,40.0,299.54,34.12,0.3115
Base_5,7,A,D,AD,11.0,150.0,50.0,0.0
Base_13,8,G,A,GB->BA,25.0,316.23,46.0,0.0576
Base_18,6,E,G,EF->FG,23.0,299.54,50.0,0.0
Base_25,4,G,I,GF->FE->EI,65.0,457.65,34.38,0.3034
Base_47,6,A,E,AB->BH->HF->FE,95.0,615.76,28.47,0.4189
Base_26,7,H,F,HF,45.0,158.11,25.91,0.4764
Base_37,6,D,B,DA->AB,65.0,308.11,27.77,0.428
Base_43,4,F,I,FE->EI,63.0,316.23,27.98,0.426
Base_23,6,I,F,IE->EF,24.0,316.23,49.38,0.0075
Base_32,5,A,G,AB->BG,69.0,316.23,25.34,0.491
Base_71,5,B,E,BH->HF->FE,76.0,457.65,29.34,0.4039
Base_21,9,H,C,HC,15.0,111.8,28.33,0.4333
Base_33,3,G,D,GB->BA->AD,40.0,466.23,42.88,0.114
