timestamp,road_id,vehicle_count,current_speed_kmh,density,stress_level
2820.0,FE,3,45.0,0.6,0.06
2820.0,EF,5,25.0,1.0,0.5
2820.0,FH,5,25.0,1.0,0.5
2820.0,HF,3,45.0,0.6,0.06
2820.0,EI,1,50.0,0.2,0.0
2820.0,IE,1,50.0,0.2,0.0
2820.0,HI,2,50.0,0.4,0.0
2820.0,IH,2,50.0,0.4,0.0
2820.0,HC,4,35.0,0.8,0.24
2820.0,CH,0,50.0,0.0,0.0
2820.0,IJ,1,50.0,0.2,0.0
2820.0,JI,2,50.0,0.4,0.0
2820.0,CJ,5,25.0,1.0,0.5
2820.0,JC,5,25.0,1.0,0.5
2820.0,DJ,0,50.0,0.0,0.0
2820.0,JD,1,50.0,0.2,0.0
2880.0,BA,3,45.0,0.6,0.06
2880.0,AB,5,25.0,1.0,0.5
2880.0,AD,1,50.0,0.2,0.0
2880.0,DA,2,50.0,0.4,0.0
2880.0,BG,1,50.0,0.2,0.0
2880.0,GB,4,35.0,0.8,0.24
2880.0,GF,2,50.0,0.4,0.0
2880.0,FG,2,50.0,0.4,0.0
2880.0,BC,1,50.0,0.2,0.0
2880.0,CB,2,50.0,0.4,0.0
2880.0,BH,1,50.0,0.2,0.0
2880.0,HB,2,50.0,0.4,0.0
2880.0,FE,5,25.0,1.0,0.5
2880.0,EF,4,35.0,0.8,0.24
2880.0,FH,0,50.0,0.0,0.0
2880.0,HF,4,35.0,0.8,0.24
2880.0,EI,1,50.0,0.2,0.0
2880.0,IE,0,50.0,0.0,0.0
2880.0,HI,1,50.0,0.2,0.0
2880.0,IH,5,25.0,1.0,0.5
2880.0,HC,5,25.0,1.0,0.5
2880.0,CH,2,50.0,0.4,0.0
2880.0,IJ,0,50.0,0.0,0.0
2880.0,JI,2,50.0,0.4,0.0
2880.0,CJ,5,25.0,1.0,0.5
2880.0,JC,1,50.0,0.2,0.0
2880.0,DJ,1,50.0,0.2,0.0
2880.0,JD,3,45.0,0.6,0.06
2940.0,BA,4,35.0,0.8,0.24
2940.0,AB,5,25.0,1.0,0.5
2940.0,AD,0,50.0,0.0,0.0
2940.0,DA,3,45.0,0.6,0.06
2940.0,BG,1,50.0,0.2,0.0
2940.0,GB,5,25.0,1.0,0.5
2940.0,GF,3,45.0,0.6,0.06
2940.0,FG,1,50.0,0.2,0.0
2940.0,BC,0,50.0,0.0,0.0
2940.0,CB,1,50.0,0.2,0.0
2940.0,BH,5,25.0,1.0,0.5
2940.0,HB,5,25.0,1.0,0.5
2940.0,FE,4,35.0,0.8,0.24
2940.0,EF,0,50.0,0.0,0.0
2940.0,FH,3,45.0,0.6,0.06
2940.0,HF,4,35.0,0.8,0.24
2940.0,EI,0,50.0,0.0,0.0
2940.0,IE,0,50.0,0.0,0.0
2940.0,HI,2,50.0,0.4,0.0
2940.0,IH,2,50.0,0.4,0.0
2940.0,HC,1,50.0,0.2,0.0
2940.0,CH,2,50.0,0.4,0.0
2940.0,IJ,1,50.0,0.2,0.0
2940.0,JI,0,50.0,0.0,0.0
2940.0,CJ,2,50.0,0.4,0.0
2940.0,JC,2,50.0,0.4,0.0
2940.0,DJ,2,50.0,0.4,0.0
2940.0,JD,4,35.0,0.8,0.24
