driver_id,trip_number,start_node,goal_node,route_taken,total_trip_time,total_distance,average_speed,average_stress
LowFam_2,19,A,P,AB->BF->FJ->JK->KL->LP,58.0,600.0,40.09,0.0383
LowFam_0,20,A,P,AB->BF->FJ->JK->KO->OP,59.0,600.0,38.44,0.0417
LowFam_1,20,A,P,AB->BF->FJ->JK->KO->OP,59.0,600.0,38.73,0.0376
LowFam_2,20,A,P,AB->BF->FJ->JK->KL->LP,58.0,600.0,40.09,0.0383
LowFam_0,21,A,P,AB->BF->FJ->JK->KO->OP,59.0,600.0,38.44,0.0417
LowFam_1,21,A,P,AB->BF->FJ->JK->KO->OP,59.0,600.0,38.73,0.0376
LowFam_2,21,A,P,AB->BF->FJ->JK->KL->LP,58.0,600.0,40.09,0.0383
LowFam_0,22,A,P,AB->BF->FJ->JK->KO->OP,59.0,600.0,38.44,0.0417
LowFam_1,22,A,P,AB->BF->FJ->JK->KO->OP,59.0,600.0,38.73,0.0376
LowFam_2,22,A,P,AB->BF->FJ->JK->KL->LP,58.0,600.0,40.09,0.0383
LowFam_0,23,A,P,AB->BF->FJ->JK->KO->OP,59.0,600.0,38.44,0.0417
LowFam_1,23,A,P,AB->BF->FJ->JK->KO->OP,59.0,600.0,38.73,0.0376
LowFam_2,23,A,P,AB->BF->FJ->JK->KL->LP,58.0,600.0,40.09,0.0383
LowFam_0,24,A,P,AB->BF->FJ->JK->KO->OP,59.0,600.0,38.44,0.0417
LowFam_1,24,A,P,AB->BF->FJ->JK->KO->OP,59.0,600.0,38.73,0.0376
LowFam_2,24,A,P,AB->BF->FJ->JK->KL->LP,58.0,600.0,40.09,0.0383
LowFam_0,25,A,P,AB->BF->FJ->JK->KO->OP,59.0,600.0,38.44,0.0417
LowFam_1,25,A,P,AB->BF->FJ->JK->KO->OP,59.0,600.0,38.73,0.0376
LowFam_2,25,A,P,AB->BF->FJ->JK->KL->LP,58.0,600.0,40.09,0.0383
LowFam_0,26,A,P,AB->BF->FJ->JK->KO->OP,59.0,600.0,38.44,0.0417
