driver_id,trip_number,start_node,goal_node,route_taken,total_trip_time,total_distance,average_speed,average_stress
Traffic_3,16,E,P,EF->FJ->JO->OP,46.0,441.42,35.84,0.178
Traffic_4,16,I,P,IJ->JO->OP,32.0,341.42,39.92,0.1094
Traffic_5,16,I,P,IJ->JO->OP,32.0,341.42,40.27,0.0996
Traffic_6,16,A,L,AE->EF->FG->GH->HL,73.0,500.0,30.68,0.4315
Traffic_7,16,A,L,AE->EF->FG->GH->HL,73.0,500.0,30.68,0.4315
Traffic_0,17,A,P,AE->EF->FJ->JO->OP,86.0,541.42,27.96,0.4185
Traffic_1,17,A,P,AE->EF->FJ->JO->OP,86.0,541.42,28.17,0.4143
Traffic_2,17,E,P,EF->FJ->JO->OP,42.0,441.42,38.99,0.1071
Traffic_3,17,E,P,EF->FJ->JO->OP,42.0,441.42,39.26,0.0997
Traffic_4,17,I,P,IJ->JO->OP,32.0,341.42,39.92,0.1094
Traffic_5,17,I,P,IJ->JO->OP,32.0,341.42,40.27,0.0996
Traffic_6,17,A,L,AE->EF->FG->GH->HL,73.0,500.0,30.68,0.4315
Traffic_7,17,A,L,AE->EF->FG->GH->HL,73.0,500.0,30.68,0.4315
Traffic_0,18,A,P,AE->EF->FJ->JO->OP,86.0,541.42,27.96,0.4185
Traffic_1,18,A,P,AE->EF->FJ->JO->OP,86.0,541.42,28.17,0.4143
Traffic_2,18,E,P,EF->FJ->JO->OP,42.0,441.42,38.99,0.1071
Traffic_3,18,E,P,EF->FJ->JO->OP,42.0,441.42,39.26,0.0997
Traffic_4,18,I,P,IJ->JO->OP,32.0,341.42,39.92,0.1094
Traffic_5,18,I,P,IJ->JO->OP,32.0,341.42,40.27,0.0996
Traffic_6,18,A,L,AE->EF->FG->GH->HL,73.0,500.0,30.68,0.4315
Traffic_7,18,A,L,AE->EF->FG->GH->HL,73.0,500.0,30.68,0.4315
Traffic_0,19,A,P,AE->EF->FJ->JO->OP,86.0,541.42,27.96,0.4185
Traffic_1,19,A,P,AE->EF->FJ->JO->OP,86.0,541.42,28.17,0.4143
Traffic_2,19,E,P,EF->FJ->JO->OP,42.0,441.42,38.99,0.1071
Traffic_3,19,E,P,EF->FJ->JO->OP,42.0,441.42,39.26,0.0997
Traffic_4,19,I,P,IJ->JO->OP,32.0,341.42,39.92,0.1094
Traffic_5,19,I,P,IJ->JO->OP,32.0,341.42,40.27,0.0996
Traffic_6,19,A,L,AE->EF->FG->GH->HL,73.0,500.0,30.68,0.4315
Traffic_7,19,A,L,AE->EF->FG->GH->HL,73.0,500.0,30.68,0.4315
